sdss_id,teff1,teff2
64471633,6394.11684085958,5539.519312329496
64807600,4205.10694353763,4133.914947903735
65437292,5694.99576789178,4933.408794734924
65631470,5414.550066633834,5414.550066633834
65777221,4855.446291711382,4855.446291711382
65883534,5645.06360816385,4342.564159341231
65970693,6193.425188956187,5940.04130949092
66450855,4896.162942747753,4414.673525437267
66682629,6357.474688877777,6173.022279785181
66845682,6579.984385067877,6378.6107325469
66954252,6509.974035693275,6509.974035693275
67085559,5618.58068444404,4298.134951406904
67156442,6065.588871279753,5670.339855786865
67233408,5268.024640378725,4401.6060450140785
67315882,5139.31592141349,4634.957237212534
67395532,6003.458986367157,5157.604125091359
67401915,6408.468839715293,6408.468839715293
67435859,5718.61213009587,5718.61213009587
67446107,5944.337138959656,5944.337138959656
67464062,5982.728487619503,5156.493523011576
67473620,5398.762957089592,5224.759814742643
67655213,5393.76818652446,4497.789351184906
67679439,5978.3974324824685,5751.13012087673
67798346,5166.68706528535,5166.68706528535
67836745,6903.574261412055,4563.723446869723
67896163,5735.427752958954,4881.204066971114
67955743,5676.039405003801,5619.346780628244
67982286,6447.136650790472,6091.106037664296
67986149,5000.286282133473,4860.048323668052
67989725,5714.14361641153,4538.098551105465
68342328,4352.124449892806,4352.124449892806
68413692,6329.871087703865,6329.871087703865
68570865,5131.248568005014,4257.181212300722
68631757,5332.508998310539,4290.1696737063
68676760,6280.487836379301,6280.487836379301
68691058,5997.559660651339,4600.924292090594
68731703,4679.773963897143,4484.2413989439365
68802022,5693.873686000161,5693.873686000161
68918442,6612.926891653807,5878.457082673034
68942198,5627.85199453646,5429.984464290255
68947169,5665.26377858414,4237.064835940805
68957405,6999.999558580123,6628.378707696249
68965231,5692.764502298568,5049.03729993293
69030133,4200.100086466527,4200.100086466527
69059884,5331.985185253797,4295.261447403865
69061191,4201.364753769431,4135.794437967087
69086171,5923.661701605765,5708.600071209945
69090640,4200.254290303298,4200.254290303298
69113114,5241.871326189246,4310.584608146905
69117092,5862.7745569407525,4112.637928987508
69177567,4972.445651719708,4788.261667949639
69187650,4613.534600587144,4291.067534167362
69521997,4200.1263269176525,4200.1263269176525
69573756,5120.130426157344,4488.119396385901
69579297,4200.021264772984,4179.782256700877
69601644,6007.504805929134,5703.787570056031
69602573,5370.118362628349,5161.963587933024
69738654,4480.48806644033,4343.282456220301
69791670,4200.019802526156,4135.610163202131
69993484,4200.257393657476,4134.3614861842625
70048904,4892.747677185769,4212.0975471406855
70071155,4200.465180418694,4141.667745247589
70079022,5378.347203629554,4774.164130390927
70100624,4200.0001631928,4119.976469683143
70152687,5271.214963286077,4936.725282253664
70170088,5854.529222369796,5280.193560747418
70287617,4204.049533520642,4193.976803449655
70295257,5738.227472687393,3961.722065188879
70315943,6981.47735766783,6981.47735766783
70319903,5702.845660536228,4205.260409718299
70337035,4760.775465686433,4681.997069612707
70365371,4373.3118195587285,4373.3118195587285
70391909,5319.1444213999175,4566.269287537254
70497230,5668.49912667428,5277.050881909216
70506829,4403.66050629945,4273.7598699064265
70522429,6261.451209442145,5906.405457766451
70525076,5787.166759609142,5059.740977788361
70527840,5837.306665607561,4675.293185377174
70565541,5208.150635039635,4307.52681757116
70572677,6905.641303916615,6905.641303916615
70574169,6407.552574891744,5417.33038816272
70575855,5228.921554961582,4489.054290258806
